gml_id,kachel,kachelbezeichnung_dop20_ab_2015,kachelbezeichnung_dop20_bis_2014,geometry
APP_LGV_KACHEL_DOP20_1KM_UTM_224,6120,dop20rgb_32561_5920_1_hh_JAHR ,dop20c_32561_5920   ,"POLYGON ((9.918012629788315 53.42551742082223, 9.918206315782717 53.43450504352028, 9.933256704955564 53.43438840164561, 9.933059845353098 53.42540081694315, 9.918012629788315 53.42551742082223))"
APP_LGV_KACHEL_DOP20_1KM_UTM_225,6121,dop20rgb_32561_5921_1_hh_JAHR ,dop20c_32561_5921   ,"POLYGON ((9.918206315782717 53.43450504352028, 9.918400106067706 53.4434926521252, 9.933453670556746 53.44337597223899, 9.933256704955564 53.43438840164561, 9.918206315782717 53.43450504352028))"
APP_LGV_KACHEL_DOP20_1KM_UTM_226,6122,dop20rgb_32561_5922_1_hh_JAHR ,dop20c_32561_5922   ,"POLYGON ((9.918400106067706 53.4434926521252, 9.918594000718791 53.45248024663788, 9.933650742233391 53.45236352872415, 9.933453670556746 53.44337597223899, 9.918400106067706 53.4434926521252))"
APP_LGV_KACHEL_DOP20_1KM_UTM_227,6123,dop20rgb_32561_5923_1_hh_JAHR ,dop20c_32561_5923   ,"POLYGON ((9.918594000718791 53.45248024663788, 9.918787999811554 53.46146782705938, 9.933847920062316 53.46135107110208, 9.933650742233391 53.45236352872415, 9.918594000718791 53.45248024663788))"
APP_LGV_KACHEL_DOP20_1KM_UTM_228,6124,dop20rgb_32561_5924_1_hh_JAHR ,dop20c_32561_5924   ,"POLYGON ((9.918787999811554 53.46146782705938, 9.918982103421648 53.47045539339062, 9.934045204120414 53.47033859937375, 9.933847920062316 53.46135107110208, 9.918787999811554 53.46146782705938))"
APP_LGV_KACHEL_DOP20_1KM_UTM_229,6125,dop20rgb_32561_5925_1_hh_JAHR ,dop20c_32561_5925   ,"POLYGON ((9.918982103421648 53.47045539339062, 9.919176311624806 53.47944294563251, 9.934242594484658 53.47932611354006, 9.934045204120414 53.47033859937375, 9.918982103421648 53.47045539339062))"
APP_LGV_KACHEL_DOP20_1KM_UTM_230,6126,dop20rgb_32561_5926_1_hh_JAHR ,dop20c_32561_5926   ,"POLYGON ((9.919176311624806 53.47944294563251, 9.919370624496837 53.4884304837861, 9.934440091232091 53.48831361360199, 9.934242594484658 53.47932611354006, 9.919176311624806 53.47944294563251))"
APP_LGV_KACHEL_DOP20_1KM_UTM_231,6127,dop20rgb_32561_5927_1_hh_JAHR ,dop20c_32561_5927   ,"POLYGON ((9.919370624496837 53.4884304837861, 9.919565042113614 53.4974180078523, 9.934637694439839 53.49730109956054, 9.934440091232091 53.48831361360199, 9.919370624496837 53.4884304837861))"
APP_LGV_KACHEL_DOP20_1KM_UTM_232,6128,dop20rgb_32561_5928_1_hh_JAHR ,dop20c_32561_5928   ,"POLYGON ((9.919565042113614 53.4974180078523, 9.919759564551095 53.5064055178321, 9.934835404185099 53.50628857141655, 9.934637694439839 53.49730109956054, 9.919565042113614 53.4974180078523))"
APP_LGV_KACHEL_DOP20_1KM_UTM_233,6129,dop20rgb_32561_5929_1_hh_JAHR ,dop20c_32561_5929   ,"POLYGON ((9.919759564551095 53.5064055178321, 9.919954191885315 53.51539301372644, 9.935033220545145 53.51527602917108, 9.934835404185099 53.50628857141655, 9.919759564551095 53.5064055178321))"
APP_LGV_KACHEL_DOP20_1KM_UTM_234,6130,dop20rgb_32561_5930_1_hh_JAHR ,dop20c_32561_5930   ,"POLYGON ((9.919954191885315 53.51539301372644, 9.920148924192377 53.52438049553631, 9.935231143597326 53.52426347282501, 9.935033220545145 53.51527602917108, 9.919954191885315 53.51539301372644))"
APP_LGV_KACHEL_DOP20_1KM_UTM_235,6131,dop20rgb_32561_5931_1_hh_JAHR ,dop20c_32561_5931   ,"POLYGON ((9.920148924192377 53.52438049553631, 9.920343761548457 53.53336796326269, 9.935429173419077 53.53325090237934, 9.935231143597326 53.52426347282501, 9.920148924192377 53.52438049553631))"
APP_LGV_KACHEL_DOP20_1KM_UTM_236,6132,dop20rgb_32561_5932_1_hh_JAHR ,dop20c_32561_5932   ,"POLYGON ((9.920343761548457 53.53336796326269, 9.920538704029818 53.54235541690653, 9.935627310087897 53.54223831783504, 9.935429173419077 53.53325090237934, 9.920343761548457 53.53336796326269))"
APP_LGV_KACHEL_DOP20_1KM_UTM_237,6133,dop20rgb_32561_5933_1_hh_JAHR ,dop20c_32561_5933   ,"POLYGON ((9.920538704029818 53.54235541690653, 9.92073375171279 53.55134285646878, 9.935825553681372 53.55122571919303, 9.935627310087897 53.54223831783504, 9.920538704029818 53.54235541690653))"
APP_LGV_KACHEL_DOP20_1KM_UTM_238,6134,dop20rgb_32561_5934_1_hh_JAHR ,dop20c_32561_5934   ,"POLYGON ((9.92073375171279 53.55134285646878, 9.920928904673779 53.56033028195046, 9.936023904277153 53.56021310645428, 9.935825553681372 53.55122571919303, 9.92073375171279 53.55134285646878))"
APP_LGV_KACHEL_DOP20_1KM_UTM_239,6135,dop20rgb_32561_5935_1_hh_JAHR ,dop20c_32561_5935   ,"POLYGON ((9.920928904673779 53.56033028195046, 9.921124162989267 53.5693176933525, 9.93622236195298 53.56920047961974, 9.936023904277153 53.56021310645428, 9.920928904673779 53.56033028195046))"
APP_LGV_KACHEL_DOP20_1KM_UTM_240,6136,dop20rgb_32561_5936_1_hh_JAHR ,dop20c_32561_5936   ,"POLYGON ((9.921124162989267 53.5693176933525, 9.921319526735818 53.57830509067589, 9.936420926786669 53.57818783869041, 9.93622236195298 53.56920047961974, 9.921124162989267 53.5693176933525))"
APP_LGV_KACHEL_DOP20_1KM_UTM_241,6137,dop20rgb_32561_5937_1_hh_JAHR ,dop20c_32561_5937   ,"POLYGON ((9.921319526735818 53.57830509067589, 9.921514995990062 53.5872924739216, 9.936619598856096 53.58717518366723, 9.936420926786669 53.57818783869041, 9.921319526735818 53.57830509067589))"
APP_LGV_KACHEL_DOP20_1KM_UTM_242,6138,dop20rgb_32561_5938_1_hh_JAHR ,dop20c_32561_5938   ,"POLYGON ((9.921514995990062 53.5872924739216, 9.921710570828711 53.59627984309063, 9.936818378239238 53.59616251455113, 9.936619598856096 53.58717518366723, 9.921514995990062 53.5872924739216))"
APP_LGV_KACHEL_DOP20_1KM_UTM_243,6139,dop20rgb_32561_5939_1_hh_JAHR ,dop20c_32561_5939   ,"POLYGON ((9.921710570828711 53.59627984309063, 9.921906251328553 53.60526719818391, 9.937017265014138 53.60514983134313, 9.936818378239238 53.59616251455113, 9.921710570828711 53.59627984309063))"
APP_LGV_KACHEL_DOP20_1KM_UTM_244,6140,dop20rgb_32561_5940_1_hh_JAHR ,dop20c_32561_5940   ,"POLYGON ((9.921906251328553 53.60526719818391, 9.922102037566445 53.61425453920243, 9.937216259258912 53.61413713404416, 9.937017265014138 53.60514983134313, 9.921906251328553 53.60526719818391))"
APP_LGV_KACHEL_DOP20_1KM_UTM_245,6141,dop20rgb_32561_5941_1_hh_JAHR ,dop20c_32561_5941   ,"POLYGON ((9.922102037566445 53.61425453920243, 9.922297929619335 53.62324186614721, 9.937415361051761 53.62312442265522, 9.937216259258912 53.61413713404416, 9.922102037566445 53.61425453920243))"
APP_LGV_KACHEL_DOP20_1KM_UTM_246,6142,dop20rgb_32561_5942_1_hh_JAHR ,dop20c_32561_5942   ,"POLYGON ((9.922297929619335 53.62324186614721, 9.922493927564229 53.63222917901919, 9.937614570470959 53.63211169717722, 9.937415361051761 53.62312442265522, 9.922297929619335 53.62324186614721))"
APP_LGV_KACHEL_DOP20_1KM_UTM_247,6143,dop20rgb_32561_5943_1_hh_JAHR ,dop20c_32561_5943   ,"POLYGON ((9.922493927564229 53.63222917901919, 9.922690031478229 53.64121647781938, 9.937813887594864 53.64109895761115, 9.937614570470959 53.63211169717722, 9.922493927564229 53.63222917901919))"
APP_LGV_KACHEL_DOP20_1KM_UTM_248,6144,dop20rgb_32561_5944_1_hh_JAHR ,dop20c_32561_5944   ,"POLYGON ((9.922690031478229 53.64121647781938, 9.922886241438491 53.6502037625487, 9.938013312501903 53.650086203958, 9.937813887594864 53.64109895761115, 9.922690031478229 53.64121647781938))"
APP_LGV_KACHEL_DOP20_1KM_UTM_249,6145,dop20rgb_32561_5945_1_hh_JAHR ,dop20c_32561_5945   ,"POLYGON ((9.922886241438491 53.6502037625487, 9.923082557522271 53.6591910332082, 9.938212845270584 53.65907343621874, 9.938013312501903 53.650086203958, 9.922886241438491 53.6502037625487))"
APP_LGV_KACHEL_DOP20_1KM_UTM_250,6219,dop20rgb_32562_5919_1_hh_JAHR ,dop20c_32562_5919   ,"POLYGON ((9.932863091672685 53.41641321813058, 9.933059845353098 53.42540081694315, 9.948106954995842 53.42528231769062, 9.94790702949085 53.41629475747481, 9.932863091672685 53.41641321813058))"
APP_LGV_KACHEL_DOP20_1KM_UTM_251,6220,dop20rgb_32562_5920_1_hh_JAHR ,dop20c_32562_5920   ,"POLYGON ((9.933059845353098 53.42540081694315, 9.933256704955564 53.43438840164561, 9.948306988129707 53.43426986378014, 9.948106954995842 53.42528231769062, 9.933059845353098 53.42540081694315))"
APP_LGV_KACHEL_DOP20_1KM_UTM_252,6221,dop20rgb_32562_5921_1_hh_JAHR ,dop20c_32562_5921   ,"POLYGON ((9.933256704955564 53.43438840164561, 9.933453670556746 53.44337597223899, 9.948507128970341 53.44325739574432, 9.948306988129707 53.43426986378014, 9.933256704955564 53.43438840164561))"
APP_LGV_KACHEL_DOP20_1KM_UTM_253,6222,dop20rgb_32562_5922_1_hh_JAHR ,dop20c_32562_5922   ,"POLYGON ((9.933453670556746 53.44337597223899, 9.933650742233391 53.45236352872415, 9.948707377595726 53.452244913584, 9.948507128970341 53.44325739574432, 9.933453670556746 53.44337597223899))"
APP_LGV_KACHEL_DOP20_1KM_UTM_254,6223,dop20rgb_32562_5923_1_hh_JAHR ,dop20c_32562_5923   ,"POLYGON ((9.933650742233391 53.45236352872415, 9.933847920062316 53.46135107110208, 9.948907734083917 53.46123241730024, 9.948707377595726 53.452244913584, 9.933650742233391 53.45236352872415))"
APP_LGV_KACHEL_DOP20_1KM_UTM_255,6224,dop20rgb_32562_5924_1_hh_JAHR ,dop20c_32562_5924   ,"POLYGON ((9.933847920062316 53.46135107110208, 9.934045204120414 53.47033859937375, 9.949108198513052 53.47021990689388, 9.948907734083917 53.46123241730024, 9.933847920062316 53.46135107110208))"
APP_LGV_KACHEL_DOP20_1KM_UTM_256,6225,dop20rgb_32562_5925_1_hh_JAHR ,dop20c_32562_5925   ,"POLYGON ((9.934045204120414 53.47033859937375, 9.934242594484658 53.47932611354006, 9.949308770961331 53.4792073823659, 9.949108198513052 53.47021990689388, 9.934045204120414 53.47033859937375))"
APP_LGV_KACHEL_DOP20_1KM_UTM_257,6226,dop20rgb_32562_5926_1_hh_JAHR ,dop20c_32562_5926   ,"POLYGON ((9.934242594484658 53.47932611354006, 9.934440091232091 53.48831361360199, 9.949509451507048 53.48819484371726, 9.949308770961331 53.4792073823659, 9.934242594484658 53.47932611354006))"
APP_LGV_KACHEL_DOP20_1KM_UTM_258,6227,dop20rgb_32562_5927_1_hh_JAHR ,dop20c_32562_5927   ,"POLYGON ((9.934440091232091 53.48831361360199, 9.934637694439839 53.49730109956054, 9.949710240228566 53.49718229094887, 9.949509451507048 53.48819484371726, 9.934440091232091 53.48831361360199))"
APP_LGV_KACHEL_DOP20_1KM_UTM_259,6228,dop20rgb_32562_5928_1_hh_JAHR ,dop20c_32562_5928   ,"POLYGON ((9.934637694439839 53.49730109956054, 9.934835404185099 53.50628857141655, 9.949911137204325 53.50616972406164, 9.949710240228566 53.49718229094887, 9.934637694439839 53.49730109956054))"
APP_LGV_KACHEL_DOP20_1KM_UTM_260,6229,dop20rgb_32562_5929_1_hh_JAHR ,dop20c_32562_5929   ,"POLYGON ((9.934835404185099 53.50628857141655, 9.935033220545145 53.51527602917108, 9.950112142512847 53.51515714305658, 9.949911137204325 53.50616972406164, 9.934835404185099 53.50628857141655))"
APP_LGV_KACHEL_DOP20_1KM_UTM_261,6230,dop20rgb_32562_5930_1_hh_JAHR ,dop20c_32562_5930   ,"POLYGON ((9.935033220545145 53.51527602917108, 9.935231143597326 53.52426347282501, 9.950313256232725 53.52414454793462, 9.950112142512847 53.51515714305658, 9.935033220545145 53.51527602917108))"
APP_LGV_KACHEL_DOP20_1KM_UTM_262,6231,dop20rgb_32562_5931_1_hh_JAHR ,dop20c_32562_5931   ,"POLYGON ((9.935231143597326 53.52426347282501, 9.935429173419077 53.53325090237934, 9.950514478442638 53.53313193869666, 9.950313256232725 53.52414454793462, 9.935231143597326 53.52426347282501))"
APP_LGV_KACHEL_DOP20_1KM_UTM_263,6232,dop20rgb_32562_5932_1_hh_JAHR ,dop20c_32562_5932   ,"POLYGON ((9.935429173419077 53.53325090237934, 9.935627310087897 53.54223831783504, 9.950715809221339 53.54211931534365, 9.950514478442638 53.53313193869666, 9.935429173419077 53.53325090237934))"
APP_LGV_KACHEL_DOP20_1KM_UTM_264,6233,dop20rgb_32562_5933_1_hh_JAHR ,dop20c_32562_5933   ,"POLYGON ((9.935627310087897 53.54223831783504, 9.935825553681372 53.55122571919303, 9.950917248647658 53.5511066778766, 9.950715809221339 53.54211931534365, 9.935627310087897 53.54223831783504))"
APP_LGV_KACHEL_DOP20_1KM_UTM_265,6234,dop20rgb_32562_5934_1_hh_JAHR ,dop20c_32562_5934   ,"POLYGON ((9.935825553681372 53.55122571919303, 9.936023904277153 53.56021310645428, 9.951118796800499 53.56009402629638, 9.950917248647658 53.5511066778766, 9.935825553681372 53.55122571919303))"
APP_LGV_KACHEL_DOP20_1KM_UTM_266,6235,dop20rgb_32562_5935_1_hh_JAHR ,dop20c_32562_5935   ,"POLYGON ((9.936023904277153 53.56021310645428, 9.93622236195298 53.56920047961974, 9.951320453758852 53.569081360604, 9.951118796800499 53.56009402629638, 9.936023904277153 53.56021310645428))"
APP_LGV_KACHEL_DOP20_1KM_UTM_267,6236,dop20rgb_32562_5936_1_hh_JAHR ,dop20c_32562_5936   ,"POLYGON ((9.93622236195298 53.56920047961974, 9.936420926786669 53.57818783869041, 9.951522219601781 53.57806868080034, 9.951320453758852 53.569081360604, 9.93622236195298 53.56920047961974))"
APP_LGV_KACHEL_DOP20_1KM_UTM_268,6237,dop20rgb_32562_5937_1_hh_JAHR ,dop20c_32562_5937   ,"POLYGON ((9.936420926786669 53.57818783869041, 9.936619598856096 53.58717518366723, 9.951724094408432 53.5870559868864, 9.951522219601781 53.57806868080034, 9.936420926786669 53.57818783869041))"
APP_LGV_KACHEL_DOP20_1KM_UTM_269,6238,dop20rgb_32562_5938_1_hh_JAHR ,dop20c_32562_5938   ,"POLYGON ((9.936619598856096 53.58717518366723, 9.936818378239238 53.59616251455113, 9.951926078258026 53.59604327886311, 9.951724094408432 53.5870559868864, 9.936619598856096 53.58717518366723))"
APP_LGV_KACHEL_DOP20_1KM_UTM_270,6239,dop20rgb_32562_5939_1_hh_JAHR ,dop20c_32562_5939   ,"POLYGON ((9.936818378239238 53.59616251455113, 9.937017265014138 53.60514983134313, 9.952128171229861 53.60503055673148, 9.951926078258026 53.59604327886311, 9.936818378239238 53.59616251455113))"
APP_LGV_KACHEL_DOP20_1KM_UTM_271,6240,dop20rgb_32562_5940_1_hh_JAHR ,dop20c_32562_5940   ,"POLYGON ((9.937017265014138 53.60514983134313, 9.937216259258912 53.61413713404416, 9.952330373403317 53.61401782049237, 9.952128171229861 53.60503055673148, 9.937017265014138 53.60514983134313))"
APP_LGV_KACHEL_DOP20_1KM_UTM_272,6241,dop20rgb_32562_5941_1_hh_JAHR ,dop20c_32562_5941   ,"POLYGON ((9.937216259258912 53.61413713404416, 9.937415361051761 53.62312442265522, 9.95253268485785 53.62300507014677, 9.952330373403317 53.61401782049237, 9.937216259258912 53.61413713404416))"
APP_LGV_KACHEL_DOP20_1KM_UTM_273,6242,dop20rgb_32562_5942_1_hh_JAHR ,dop20c_32562_5942   ,"POLYGON ((9.937415361051761 53.62312442265522, 9.937614570470959 53.63211169717722, 9.952735105673 53.63199230569567, 9.95253268485785 53.62300507014677, 9.937415361051761 53.62312442265522))"
APP_LGV_KACHEL_DOP20_1KM_UTM_274,6243,dop20rgb_32562_5943_1_hh_JAHR ,dop20c_32562_5943   ,"POLYGON ((9.937614570470959 53.63211169717722, 9.937813887594864 53.64109895761115, 9.952937635928375 53.64097952713995, 9.952735105673 53.63199230569567, 9.937614570470959 53.63211169717722))"
APP_LGV_KACHEL_DOP20_1KM_UTM_275,6244,dop20rgb_32562_5944_1_hh_JAHR ,dop20c_32562_5944   ,"POLYGON ((9.937813887594864 53.64109895761115, 9.938013312501903 53.650086203958, 9.953140275703682 53.64996673448066, 9.952937635928375 53.64097952713995, 9.937813887594864 53.64109895761115))"
APP_LGV_KACHEL_DOP20_1KM_UTM_276,6245,dop20rgb_32562_5945_1_hh_JAHR ,dop20c_32562_5945   ,"POLYGON ((9.938013312501903 53.650086203958, 9.938212845270584 53.65907343621874, 9.953343025078681 53.65895392771869, 9.953140275703682 53.64996673448066, 9.938013312501903 53.650086203958))"
APP_LGV_KACHEL_DOP20_1KM_UTM_277,6319,dop20rgb_32563_5919_1_hh_JAHR ,dop20c_32563_5919   ,"POLYGON ((9.94790702949085 53.41629475747481, 9.948106954995842 53.42528231769062, 9.963153957009729 53.4251619230949, 9.962950859757985 53.41617440209292, 9.94790702949085 53.41629475747481))"
APP_LGV_KACHEL_DOP20_1KM_UTM_278,6320,dop20rgb_32563_5920_1_hh_JAHR ,dop20c_32563_5920   ,"POLYGON ((9.948106954995842 53.42528231769062, 9.948306988129707 53.43426986378014, 9.963357163597088 53.4341494299541, 9.963153957009729 53.4251619230949, 9.948106954995842 53.42528231769062))"
APP_LGV_KACHEL_DOP20_1KM_UTM_279,6321,dop20rgb_32563_5921_1_hh_JAHR ,dop20c_32563_5921   ,"POLYGON ((9.948306988129707 53.43426986378014, 9.948507128970341 53.44325739574432, 9.963560479599193 53.44313692267139, 9.963357163597088 53.4341494299541, 9.948306988129707 53.43426986378014))"
APP_LGV_KACHEL_DOP20_1KM_UTM_280,6322,dop20rgb_32563_5922_1_hh_JAHR ,dop20c_32563_5922   ,"POLYGON ((9.948507128970341 53.44325739574432, 9.948707377595726 53.452244913584, 9.963763905095265 53.45212440124777, 9.963560479599193 53.44313692267139, 9.948507128970341 53.44325739574432))"
APP_LGV_KACHEL_DOP20_1KM_UTM_281,6323,dop20rgb_32563_5923_1_hh_JAHR ,dop20c_32563_5923   ,"POLYGON ((9.948707377595726 53.452244913584, 9.948907734083917 53.46123241730024, 9.963967440164593 53.4611118656841, 9.963763905095265 53.45212440124777, 9.948707377595726 53.452244913584))"
APP_LGV_KACHEL_DOP20_1KM_UTM_282,6324,dop20rgb_32563_5924_1_hh_JAHR ,dop20c_32563_5924   ,"POLYGON ((9.948907734083917 53.46123241730024, 9.949108198513052 53.47021990689388, 9.964171084886551 53.47009931598133, 9.963967440164593 53.4611118656841, 9.948907734083917 53.46123241730024))"
APP_LGV_KACHEL_DOP20_1KM_UTM_283,6325,dop20rgb_32563_5925_1_hh_JAHR ,dop20c_32563_5925   ,"POLYGON ((9.949108198513052 53.47021990689388, 9.949308770961331 53.4792073823659, 9.96437483934058 53.47908675214039, 9.964171084886551 53.47009931598133, 9.949108198513052 53.47021990689388))"
APP_LGV_KACHEL_DOP20_1KM_UTM_284,6326,dop20rgb_32563_5926_1_hh_JAHR ,dop20c_32563_5926   ,"POLYGON ((9.949308770961331 53.4792073823659, 9.949509451507048 53.48819484371726, 9.964578703606216 53.48807417416221, 9.96437483934058 53.47908675214039, 9.949308770961331 53.4792073823659))"
APP_LGV_KACHEL_DOP20_1KM_UTM_285,6327,dop20rgb_32563_5927_1_hh_JAHR ,dop20c_32563_5927   ,"POLYGON ((9.949509451507048 53.48819484371726, 9.949710240228566 53.49718229094887, 9.964782677763063 53.49706158204769, 9.964578703606216 53.48807417416221, 9.949509451507048 53.48819484371726))"
APP_LGV_KACHEL_DOP20_1KM_UTM_286,6328,dop20rgb_32563_5928_1_hh_JAHR ,dop20c_32563_5928   ,"POLYGON ((9.949710240228566 53.49718229094887, 9.949911137204325 53.50616972406164, 9.964986761890803 53.50604897579782, 9.964782677763063 53.49706158204769, 9.949710240228566 53.49718229094887))"
APP_LGV_KACHEL_DOP20_1KM_UTM_287,6329,dop20rgb_32563_5929_1_hh_JAHR ,dop20c_32563_5929   ,"POLYGON ((9.949911137204325 53.50616972406164, 9.950112142512847 53.51515714305658, 9.965190956069204 53.51503635541344, 9.964986761890803 53.50604897579782, 9.949911137204325 53.50616972406164))"
APP_LGV_KACHEL_DOP20_1KM_UTM_288,6330,dop20rgb_32563_5930_1_hh_JAHR ,dop20c_32563_5930   ,"POLYGON ((9.950112142512847 53.51515714305658, 9.950313256232725 53.52414454793462, 9.965395260378108 53.52402372089553, 9.965190956069204 53.51503635541344, 9.950112142512847 53.51515714305658))"
APP_LGV_KACHEL_DOP20_1KM_UTM_289,6331,dop20rgb_32563_5931_1_hh_JAHR ,dop20c_32563_5931   ,"POLYGON ((9.950313256232725 53.52414454793462, 9.950514478442638 53.53313193869666, 9.965599674897431 53.53301107224504, 9.965395260378108 53.52402372089553, 9.950313256232725 53.52414454793462))"
APP_LGV_KACHEL_DOP20_1KM_UTM_290,6332,dop20rgb_32563_5932_1_hh_JAHR ,dop20c_32563_5932   ,"POLYGON ((9.950514478442638 53.53313193869666, 9.950715809221339 53.54211931534365, 9.965804199707179 53.54199840946289, 9.965599674897431 53.53301107224504, 9.950514478442638 53.53313193869666))"
APP_LGV_KACHEL_DOP20_1KM_UTM_291,6333,dop20rgb_32563_5933_1_hh_JAHR ,dop20c_32563_5933   ,"POLYGON ((9.950715809221339 53.54211931534365, 9.950917248647658 53.5511066778766, 9.966008834887429 53.55098573255, 9.965804199707179 53.54199840946289, 9.950715809221339 53.54211931534365))"
APP_LGV_KACHEL_DOP20_1KM_UTM_292,6334,dop20rgb_32563_5934_1_hh_JAHR ,dop20c_32563_5934   ,"POLYGON ((9.950917248647658 53.5511066778766, 9.951118796800499 53.56009402629638, 9.966213580518342 53.55997304150727, 9.966008834887429 53.55098573255, 9.950917248647658 53.5511066778766))"
APP_LGV_KACHEL_DOP20_1KM_UTM_293,6335,dop20rgb_32563_5935_1_hh_JAHR ,dop20c_32563_5935   ,"POLYGON ((9.951118796800499 53.56009402629638, 9.951320453758852 53.569081360604, 9.96641843668016 53.56896033633571, 9.966213580518342 53.55997304150727, 9.951118796800499 53.56009402629638))"
APP_LGV_KACHEL_DOP20_1KM_UTM_294,6336,dop20rgb_32563_5936_1_hh_JAHR ,dop20c_32563_5936   ,"POLYGON ((9.951320453758852 53.569081360604, 9.951522219601781 53.57806868080034, 9.966623403453191 53.57794761703624, 9.96641843668016 53.56896033633571, 9.951320453758852 53.569081360604))"
APP_LGV_KACHEL_DOP20_1KM_UTM_295,6337,dop20rgb_32563_5937_1_hh_JAHR ,dop20c_32563_5937   ,"POLYGON ((9.951522219601781 53.57806868080034, 9.951724094408432 53.5870559868864, 9.96682848091784 53.58693488360973, 9.966623403453191 53.57794761703624, 9.951522219601781 53.57806868080034))"
APP_LGV_KACHEL_DOP20_1KM_UTM_296,6338,dop20rgb_32563_5938_1_hh_JAHR ,dop20c_32563_5938   ,"POLYGON ((9.951724094408432 53.5870559868864, 9.951926078258026 53.59604327886311, 9.967033669154583 53.59592213605719, 9.96682848091784 53.58693488360973, 9.951724094408432 53.5870559868864))"
APP_LGV_KACHEL_DOP20_1KM_UTM_297,6339,dop20rgb_32563_5939_1_hh_JAHR ,dop20c_32563_5939   ,"POLYGON ((9.951926078258026 53.59604327886311, 9.952128171229861 53.60503055673148, 9.967238968243976 53.60490937437955, 9.967033669154583 53.59592213605719, 9.951926078258026 53.59604327886311))"
APP_LGV_KACHEL_DOP20_1KM_UTM_298,6340,dop20rgb_32563_5940_1_hh_JAHR ,dop20c_32563_5940   ,"POLYGON ((9.952128171229861 53.60503055673148, 9.952330373403317 53.61401782049237, 9.967444378266654 53.61389659857769, 9.967238968243976 53.60490937437955, 9.952128171229861 53.60503055673148))"
APP_LGV_KACHEL_DOP20_1KM_UTM_299,6341,dop20rgb_32563_5941_1_hh_JAHR ,dop20c_32563_5941   ,"POLYGON ((9.952330373403317 53.61401782049237, 9.95253268485785 53.62300507014677, 9.967649899303337 53.62288380865261, 9.967444378266654 53.61389659857769, 9.952330373403317 53.61401782049237))"
APP_LGV_KACHEL_DOP20_1KM_UTM_300,6342,dop20rgb_32563_5942_1_hh_JAHR ,dop20c_32563_5942   ,"POLYGON ((9.95253268485785 53.62300507014677, 9.952735105673 53.63199230569567, 9.96785553143482 53.63187100460524, 9.967649899303337 53.62288380865261, 9.95253268485785 53.62300507014677))"
APP_LGV_KACHEL_DOP20_1KM_UTM_301,6343,dop20rgb_32563_5943_1_hh_JAHR ,dop20c_32563_5943   ,"POLYGON ((9.952735105673 53.63199230569567, 9.952937635928375 53.64097952713995, 9.968061274741981 53.64085818643653, 9.96785553143482 53.63187100460524, 9.952735105673 53.63199230569567))"
APP_LGV_KACHEL_DOP20_1KM_UTM_302,6344,dop20rgb_32563_5944_1_hh_JAHR ,dop20c_32563_5944   ,"POLYGON ((9.952937635928375 53.64097952713995, 9.953140275703682 53.64996673448066, 9.968267129305776 53.64984535414739, 9.968061274741981 53.64085818643653, 9.952937635928375 53.64097952713995))"
APP_LGV_KACHEL_DOP20_1KM_UTM_303,6345,dop20rgb_32563_5945_1_hh_JAHR ,dop20c_32563_5945   ,"POLYGON ((9.953140275703682 53.64996673448066, 9.953343025078681 53.65895392771869, 9.968473095207241 53.65883250773879, 9.968267129305776 53.64984535414739, 9.953140275703682 53.64996673448066))"
APP_LGV_KACHEL_DOP20_1KM_UTM_304,6418,dop20rgb_32564_5918_1_hh_JAHR ,dop20c_32564_5918   ,"POLYGON ((9.962747871762797 53.40718686694722, 9.962950859757985 53.41617440209292, 9.977994580768573 53.41605215201565, 9.977788422811123 53.40706465668416, 9.962747871762797 53.40718686694722))"
APP_LGV_KACHEL_DOP20_1KM_UTM_305,6419,dop20rgb_32564_5919_1_hh_JAHR ,dop20c_32564_5919   ,"POLYGON ((9.962950859757985 53.41617440209292, 9.963153957009729 53.4251619230949, 9.978200849688015 53.42503963318667, 9.977994580768573 53.41605215201565, 9.962950859757985 53.41617440209292))"
APP_LGV_KACHEL_DOP20_1KM_UTM_306,6420,dop20rgb_32564_5920_1_hh_JAHR ,dop20c_32564_5920   ,"POLYGON ((9.963153957009729 53.4251619230949, 9.963357163597088 53.4341494299541, 9.978407229649731 53.43402710019814, 9.978200849688015 53.42503963318667, 9.963153957009729 53.4251619230949))"
APP_LGV_KACHEL_DOP20_1KM_UTM_307,6421,dop20rgb_32564_5921_1_hh_JAHR ,dop20c_32564_5921   ,"POLYGON ((9.963357163597088 53.4341494299541, 9.963560479599193 53.44313692267139, 9.978613720734097 53.44301455305102, 9.978407229649731 53.43402710019814, 9.963357163597088 53.4341494299541))"
APP_LGV_KACHEL_DOP20_1KM_UTM_308,6422,dop20rgb_32564_5922_1_hh_JAHR ,dop20c_32564_5922   ,"POLYGON ((9.963560479599193 53.44313692267139, 9.963763905095265 53.45212440124777, 9.978820323021562 53.45200199174614, 9.978613720734097 53.44301455305102, 9.963560479599193 53.44313692267139))"
APP_LGV_KACHEL_DOP20_1KM_UTM_309,6423,dop20rgb_32564_5923_1_hh_JAHR ,dop20c_32564_5923   ,"POLYGON ((9.963763905095265 53.45212440124777, 9.963967440164593 53.4611118656841, 9.979027036592656 53.46098941628448, 9.978820323021562 53.45200199174614, 9.963763905095265 53.45212440124777))"
