gml_id,stadtteil,wohnflaeche_je_einwohner_31.12.2014,geometry
APP_WOHNSTATISTIK_WOHNFL_31122014_1,Allermöhe,49.05,"MULTIPOLYGON (((10.13520062177538 53.49256692732725, 10.1228153244566 53.48547954555261, 10.12707006455224 53.4850555305746, 10.13118263036242 53.48466712020488, 10.13419493899875 53.48432911602914, 10.1371744979305 53.48390943763386, 10.14016657563689 53.48338945233596, 10.14308612773249 53.48280350235976, 10.14557391924163 53.4822383582591, 10.14714350546945 53.48182167221822, 10.14975249484105 53.48141243571258, 10.15192194161908 53.48044859122829, 10.15482268031698 53.47946890441414, 10.15737424584292 53.47857111270245, 10.16001419861277 53.47769860256751, 10.16201832841982 53.47712274152724, 10.1623237038858 53.47702957349975, 10.16284009396506 53.47688238462244, 10.16433600945703 53.47647612077341, 10.16498997883527 53.47630495597336, 10.16577045017492 53.47610066863898, 10.16710568762556 53.47577842262469, 10.16788103367246 53.47559616815643, 10.16875718205433 53.47539821631165, 10.16951590185449 53.47524745930735, 10.17086491653758 53.47498595633512, 10.17249582900226 53.47468239826409, 10.17500931118143 53.47430210277022, 10.17549937826011 53.47425251625545, 10.17682921637844 53.47410196285735, 10.17725786764788 53.47404485664728, 10.18103558508655 53.47330313426027, 10.18413357200569 53.47300254413244, 10.18575638508803 53.47288090823126, 10.18825159245931 53.47281059942601, 10.18955646960306 53.47283900278227, 10.19123051506771 53.47292164801932, 10.19350843866809 53.47312307374629, 10.19573029468961 53.47344901535104, 10.19827177230757 53.47394435017377, 10.19951724845642 53.47421945706526, 10.1989878462943 53.4721394090901, 10.19876784625306 53.47171825700973, 10.19850084810811 53.47130688883105, 10.1981880958304 53.47090717053297, 10.19815356551784 53.4708601522348, 10.19811222172026 53.47081514393232, 10.19806436024779 53.47077248424559, 10.19801036753023 53.47073251987457, 10.19795067416517 53.47069556111901, 10.1978807566386 53.47066415234141, 10.19781599230286 53.47062901524594, 10.19775696211623 53.47059044965318, 10.19770417298649 53.47054880107257, 10.19765805650589 53.47050441576853, 10.19761902995799 53.47045766711629, 10.19758740645326 53.47040897448095, 10.19756346846775 53.47035873955504, 10.19746729652227 53.47009148104755, 10.19734031049486 53.46982883710953, 10.19718310410132 53.46957207817599, 10.19712129697081 53.46946313599057, 10.19706806280291 53.46935259768418, 10.19702349848026 53.46924069601882, 10.1968397143719 53.46878826335817, 10.19673784748035 53.46863905468541, 10.19661546914108 53.46849544491921, 10.19647343592592 53.46835842323122, 10.19640156410153 53.46829270307267, 10.1963385523121 53.4682238198232, 10.19628480424511 53.46815220094074, 10.19582020088645 53.46765514147939, 10.19540229674035 53.46724769468586, 10.19467620939974 53.46654317589999, 10.19280404962445 53.46662647759653, 10.19000607345698 53.46670250597202, 10.18928805107138 53.46673023156085, 10.18872430839887 53.46678501292171, 10.18816674780617 53.46685892225941, 10.18761717007984 53.46695173500391, 10.18744876055697 53.46696522073522, 10.1872790629337 53.46697034101699, 10.18710922091371 53.46696704852396, 10.18694044045022 53.4669553672331, 10.18677385419662 53.46693539377058, 10.18661061036259 53.46690724259265, 10.1864395872326 53.46687239052117, 10.18627408272099 53.4668290604579, 10.18611529571473 53.46677756413867, 10.18596435103303 53.46671825898608, 10.18582230042732 53.46665158405568, 10.18569018131852 53.46657800551614, 10.18550934281808 53.46645466015461, 10.18469202430367 53.46587460716549, 10.18380914648857 53.46532027830176, 10.18303518500067 53.46490718288309, 10.18244851259265 53.46445557980191, 10.18197480851052 53.46414904004827, 10.18146333613811 53.4639332591328, 10.18085115959389 53.46375080582459, 10.18006458218616 53.46356617968605, 10.17969059409014 53.46353776319183, 10.17913124278806 53.46356944352939, 10.17830276085808 53.46362111604111, 10.17778394901845 53.46371720294856, 10.17690436561621 53.4638630467297, 10.17649702033794 53.46392648661574, 10.17588616269442 53.46406350081537, 10.17495751592987 53.46435382123349, 10.17437220416858 53.46453098319996, 10.17421902075114 53.46458889643798, 10.17407470911695 53.46465443509536, 10.17394032509332 53.46472710340911, 10.17381687835945 53.46480637011514, 10.17370524159117 53.46489165136111, 10.17360625637592 53.46498232764281, 10.17352065741634 53.4650777265694, 10.17344905821202 53.46517714997047, 10.17324954870637 53.46557319889897, 10.17316887497627 53.46586913578393, 10.17313598401544 53.4661683250074, 10.17315117750856 53.46646801293413, 10.17319706459564 53.46666742081398, 10.17321616477618 53.46686838615283, 10.17320836668204 53.46706961560054, 10.17317372510514 53.46726983213599, 10.17311244570075 53.4674677662282, 10.17280749970153 53.46805517012324, 10.17255713815593 53.46837296178941, 10.1714952744796 53.46939258437708, 10.17074544784563 53.47035839580461, 10.17022851726531 53.47101166622404, 10.1700582938004 53.4711883810785, 10.1698617743736 53.47135509638853, 10.16964059291987 53.4715104206737, 10.1693965973036 53.47165306822761, 10.16924466460315 53.47171654496702, 10.16908385442402 53.47177169442222, 10.16891545034038 53.47181807251677, 10.16874079842106 53.47185531547201, 10.16856126179186 53.47188313126326, 10.16837829545019 53.47190128091068, 10.16819334230489 53.47190963343214, 10.16605162768131 53.47188566041211, 10.16361247229117 53.4717933600145, 10.16317221694474 53.47176863817329, 10.16273706667467 53.47172176046306, 10.16231011976368 53.47165305637416, 10.16189447885884 53.47156301720364, 10.16122355326687 53.47141660514955, 10.1605475620268 53.47127873338749, 10.15986682304577 53.47114947065852, 10.15842513025431 53.47094902676514, 10.15745778336944 53.47080086454454, 10.1565053135889 53.47062167245711, 10.15557050912226 53.47041197224355, 10.15501930602571 53.47029435572512, 10.15445593127498 53.47019944425229, 10.15388301749475 53.47012767966824, 10.1522382347473 53.46999317977233, 10.15193244452528 53.46997539896509, 10.15162613165314 53.46996111922984, 10.15131941630741 53.46995033041503, 10.15090077905065 53.46994127510892, 10.15048188185714 53.46993875601974, 10.15006301070938 53.46994277039134, 10.1490744467991 53.46998378847794, 10.14808891348967 53.47004561530799, 10.14710765755388 53.47012816706657, 10.14672040416654 53.47017452910207, 10.14633691530098 53.47023091272178, 10.14595789595411 53.47029721231765, 10.14554806843821 53.47039214914052, 10.14515465402825 53.47050921157073, 10.14478100053602 53.47064741483381, 10.14443026960102 53.47080556921932, 10.1433281492863 53.47146454045903, 10.14291645301139 53.47163859130819, 10.14255477383406 53.47179468739997, 10.14227180823077 53.47191240101152, 10.14202210383438 53.47201761564601, 10.1417089301704 53.4721433113978, 10.14120072730323 53.47232946092313, 10.14073193732465 53.47249324435061, 10.14049321554887 53.47256946850285, 10.1392775843379 53.47295745302964, 10.13912036982638 53.47300725998286, 10.13885422115476 53.47309982401746, 10.13861225958966 53.4731852892116, 10.13847004212445 53.4732387368611, 10.1382884824503 53.47331181404757, 10.13819615948011 53.47335375627681, 10.13805226125061 53.47342607883191, 10.13790982090526 53.47350560567708, 10.13779030345078 53.47358368255902, 10.1377207301364 53.4736402490073, 10.13769046971371 53.47366538334371, 10.13763999796917 53.47371619455504, 10.13759452735738 53.47376865709637, 10.13755418889472 53.47382259893085, 10.13752322181911 53.47387089619758, 10.13749637641985 53.4739200711211, 10.13747372442134 53.47396998818305, 10.13744738713035 53.47406014013912, 10.13742992985909 53.47415106153757, 10.13742140450585 53.47424243726556, 10.13736919030008 53.47577983997086, 10.13732919777138 53.47624121494486, 10.13697647275979 53.47782167649903, 10.13676746207635 53.47824240978745, 10.13632819205412 53.47907131249539, 10.13619922838735 53.47923136923092, 10.13604646166972 53.47938379553297, 10.13587115397716 53.47952732981267, 10.13567475015533 53.47966078065253, 10.13545884865332 53.47978306304423, 10.13522526058717 53.47989315288552, 10.13422537212925 53.48030744067877, 10.13372307480835 53.48047916374645, 10.13320547715638 53.48063389633129, 10.13267422441094 53.48077115520455, 10.13192238547437 53.48095791937735, 10.12851039342674 53.48160603954614, 10.12683919885068 53.4819197926922, 10.12613423519589 53.48199816280662, 10.12542119588802 53.48204367734944, 10.12470438509289 53.48205605296684, 10.12398812803262 53.48203523093927, 10.12246632768747 53.48180981944041, 10.11965442039471 53.48121387559334, 10.11801680399533 53.48088764505318, 10.11714798675319 53.48072442708634, 10.11625769194817 53.48060961251379, 10.11535344705384 53.48054418232582, 10.11444293372417 53.48052868481218, 10.11353391306819 53.48056325424954, 10.11263407465619 53.48064759433381, 10.10397104955284 53.48222549114047, 10.10371829739367 53.48226451062955, 10.10286095669866 53.48239685402754, 10.09584297442717 53.48348022914074, 10.09074080731464 53.48422680250231, 10.09056484873048 53.48428761999907, 10.09039850888591 53.48435741055496, 10.09024308544483 53.48443564998863, 10.0900997831624 53.48452171608952, 10.08996970066239 53.48461496064996, 10.08985382905428 53.48471465554103, 10.08975308298874 53.48482002838435, 10.08966824061636 53.48493027208704, 10.08959995819123 53.48504452672902, 10.08954874108364 53.48516192477135, 10.08951500289408 53.48528154557074, 10.08934864744767 53.48620912596586, 10.08932937970394 53.48645827450774, 10.08933860225427 53.48670762179789, 10.08937625598652 53.48695601775754, 10.08940830967703 53.48709055405395, 10.08944906878037 53.48722425589293, 10.08949848264332 53.48735690798776, 10.08958226987651 53.487538723044, 10.08967596133936 53.48771882069703, 10.08977947627383 53.48789698592065, 10.09100619909398 53.4898041710189, 10.09121122549301 53.49016671985107, 10.09136389863911 53.49053834004051, 10.09146313837017 53.4909163448972, 10.09149766436788 53.49117436907175, 10.0915068871784 53.49143315467582, 10.09149076865434 53.49169182112396, 10.09147630316259 53.4918070684048, 10.09145129984 53.49192167480387, 10.0914158251833 53.49203529811895, 10.09088033418176 53.49371840866226, 10.0907902421037 53.49396063469452, 10.09067484597822 53.49419901048145, 10.09053461899569 53.49443260574829, 10.09042457044891 53.49458926600473, 10.0903033201044 53.49474296303723, 10.09017113176667 53.49489340675239, 10.09106846675841 53.49497003133575, 10.09117204266764 53.49498171554534, 10.09141658284472 53.49500931776767, 10.09179183220386 53.49504971269938, 10.09204425197715 53.49519796601379, 10.09393515183536 53.49625779989386, 10.09523206441736 53.49697054767786, 10.09560964624006 53.49716667340439, 10.09574329312382 53.49730889720269, 10.09750216510304 53.49827588573893, 10.10113621494562 53.50027406545734, 10.10835381806423 53.50424176269256, 10.10856406063146 53.50435199772881, 10.10952667428049 53.50363811874986, 10.11013749209514 53.5031795915819, 10.11082183478011 53.50267456918389, 10.11123132745367 53.50237622413934, 10.11156178199249 53.50214249866362, 10.11168287321984 53.50205861829664, 10.11192882936765 53.5018922333789, 10.1122640747454 53.50167651158379, 10.1137192378739 53.50085827882129, 10.1148759870503 53.50025509997437, 10.11634348846366 53.49948215083469, 10.11746807525358 53.49890910886367, 10.11879351927202 53.49822563193185, 10.12004131531328 53.49757030266253, 10.12206883404253 53.49650465782577, 10.12303572007398 53.49600359000805, 10.12338822117429 53.49581891163669, 10.12386638750205 53.49558593833078, 10.12396572342877 53.49553949199624, 10.12428745085849 53.49538907043728, 10.12464237002914 53.4952300836122, 10.12511764074581 53.49502319211242, 10.12528576541012 53.49495191618919, 10.12529664768899 53.49494730116128, 10.12578702302015 53.49474576613172, 10.12631884222509 53.49454171706859, 10.12707038095637 53.49427286730837, 10.12714380861633 53.494247301781, 10.12773227367571 53.49406632673394, 10.12846452417645 53.49383357989514, 10.12921795906252 53.4936262925152, 10.12999010996938 53.4934451347594, 10.13055392559667 53.49330909997115, 10.13152494248872 53.49310609493716, 10.13284141200411 53.49287530356793, 10.13354113781152 53.49276718118977, 10.13465992672035 53.49263475240357, 10.13520062177538 53.49256692732725)))"
APP_WOHNSTATISTIK_WOHNFL_31122014_71,Ottensen,38.71,"MULTIPOLYGON (((9.927746809229735 53.55954105896576, 9.928492033826963 53.55952412105071, 9.9290272311686 53.55951507528288, 9.929560900470392 53.55948936453127, 9.930091577906401 53.55944704514143, 9.930483885726268 53.55939774582384, 9.93086673519945 53.55932682853796, 9.931236788206927 53.55923493060892, 9.931590785546266 53.55912284159695, 9.931925653599693 53.55899154740593, 9.932238443181534 53.55884219479719, 9.932500453261673 53.55870492287515, 9.932748573743298 53.55855878773258, 9.93298197021096 53.55840429035531, 9.933112273775023 53.55804764468841, 9.933374618294069 53.55752468897161, 9.934256009605525 53.55574959382741, 9.934305502749361 53.55563692638657, 9.934346140931057 53.5555444273642, 9.93437366142221 53.55545333420158, 9.934408910051118 53.55533822513268, 9.934426135874441 53.55525128437068, 9.934443171603297 53.55515434938962, 9.934454799769796 53.5549901294981, 9.934458760216986 53.55493419634097, 9.934405352399326 53.55462454912128, 9.934397078494762 53.5541167925721, 9.934296009831247 53.55368076455453, 9.934266612929711 53.55298357816452, 9.934135496954523 53.55298627425788, 9.933886545550321 53.55299290166649, 9.933872138763332 53.55251754406092, 9.93384857678628 53.55191224182668, 9.933819671815664 53.5515187697615, 9.934729361536032 53.551501973398, 9.934717803487253 53.55107203260073, 9.934685639424801 53.55092279781263, 9.934682252643777 53.55082527624355, 9.934681001985878 53.55078153681899, 9.934664638218583 53.55036294162059, 9.934886394863794 53.55022437861408, 9.934894284174977 53.54935923862832, 9.934800503206318 53.54771189281193, 9.934727370845824 53.54739378815378, 9.934708707871595 53.54731122668398, 9.934694229635953 53.54637466412419, 9.934285303859351 53.54603516465744, 9.933894848721135 53.54585156777497, 9.932367524751294 53.54541416326383, 9.931648249368601 53.54532791970426, 9.929444198677684 53.54508227770343, 9.92760529156932 53.54488197119445, 9.927461106570364 53.54487183532127, 9.927491223728635 53.54482458954481, 9.927692679670496 53.54408711063058, 9.927702397156979 53.54288681249889, 9.927685068926026 53.54176784025753, 9.927522508010441 53.54176158644441, 9.924521284629156 53.54164565967163, 9.921510871102234 53.54152964754336, 9.916985899303505 53.54151146783519, 9.914425438774684 53.5415349393133, 9.914294732282904 53.54153613645867, 9.913099724570301 53.54154706471267, 9.913113499852463 53.54328315571106, 9.914252555070172 53.54424723623553, 9.914284987432852 53.54486770154521, 9.914508330134728 53.54493819301009, 9.91467445513508 53.54509948750362, 9.914643508051805 53.54527061291599, 9.914615302234711 53.54539599061857, 9.914590262931265 53.54556044597761, 9.9145059653145 53.54582546428875, 9.914350396464421 53.54594187401484, 9.914273832445124 53.54609663762624, 9.91566744834244 53.54603950256487, 9.916025517942554 53.54601715555299, 9.916383347354621 53.54599348793392, 9.916740921455725 53.54596849982557, 9.91728253801333 53.54592282687179, 9.917336152093025 53.54641445221013, 9.917535654815481 53.54844193178445, 9.916019922499025 53.54867263824634, 9.915798899884628 53.54870295169801, 9.915500345244658 53.54874390790081, 9.913880287785908 53.54888039966048, 9.913456293310137 53.54891038989681, 9.913037099829193 53.548958697375, 9.91262491959662 53.54902504458279, 9.912256652368107 53.54908119455364, 9.911885672597082 53.54913056843696, 9.911512311876573 53.5491731367141, 9.910961264965483 53.54920640550616, 9.909354839404212 53.54927126102556, 9.909367258927528 53.54939223847875, 9.909360416674467 53.55005733638222, 9.909374859334251 53.55053034079805, 9.909402873263923 53.55105971941003, 9.909421882920814 53.55126415384009, 9.909450675453449 53.5517016686295, 9.909537683054898 53.5527907163722, 9.909596673062495 53.55330729267048, 9.909612009133708 53.55347407337414, 9.909719371067084 53.55403027338306, 9.909759371763052 53.55423777502907, 9.909847798998177 53.55452829850135, 9.910069416298331 53.55513187244195, 9.910225661904173 53.55551893293217, 9.910399816510985 53.55590328605499, 9.910591722879524 53.55628461831916, 9.910732620688034 53.5565259856895, 9.909939892861491 53.55748720868426, 9.909563230305819 53.55796985709016, 9.909492344899396 53.5580821822869, 9.909438074608293 53.55819774296081, 9.909400793313923 53.55831566436724, 9.909380814340631 53.55843506322642, 9.909378269695665 53.5585550486412, 9.909393185342887 53.55867471253526, 9.909425436492114 53.55879315695991, 9.9094747928772 53.55890949375003, 9.909540888561786 53.55902284475397, 9.9096232225127 53.55913236879699, 9.909770561541071 53.55926352906673, 9.909938032147837 53.55938582574574, 9.910124131574667 53.55949817353743, 9.910327207790509 53.55959956918132, 9.910387251209427 53.5596298722521, 9.910449211845931 53.55965875842863, 9.910513013644344 53.55968620132016, 9.910546732059014 53.55969984150028, 9.909927908394019 53.55995738197727, 9.911215064814181 53.55997188908216, 9.912863601401849 53.55998320234804, 9.912960742515756 53.55998479804499, 9.912869303500452 53.56007694917806, 9.920398925847259 53.55984024928662, 9.920664505415884 53.55982570175857, 9.927746809229735 53.55954105896576)))"
